613057647990824960,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant
613677567619563520,"Lots of ancient artefacts to enjoy @britishmuseum #amazingplace #toomuchforaquickvisit http://t.co/utnDOEiGXO",happy
611906987052408832,"I'm at @BritishMuseum in London, Greater London https://t.co/JxHG8pCw6s",nocode
613976658723405824,"St George slaying the dragon. German. 15th Century. @britishmuseum. Painted wooden church statuette http://t.co/BZrfSMJAwJ",nocode
611844583224438784,"Plus excellent prizes from the @britishmuseum http://t.co/soUo22G29A http://t.co/YrIWP415oR",happy
615216447787270144,"Feliz cumpleaños,Rubens! Happy birthday,Rubens! @NationalGallery http://t.co/BeiJc5hNri http://t.co/UMRi93Y96C",happy
610734851881345024,"Behind the walls @_TheWhitechapel http://t.co/mylVk96joW",nocode
613254691200331776,"@BadDancer76 @SarahGee75 @tateliverpool midweek is better for me girls x",nocode
615065883912765440,"See Christopher Williams - The Production Line of Happiness - via @_TheWhitechapel http://t.co/uf8CYDsyiX http://t.co/tWTYeAD3Pe",nocode
610741907426267136,". @NationalGallery What message does oil sponsorship of the arts send to those ngotiating a climate deal in Paris this year #AsktheGallery",angry
612463710335053824,"@_TheWhitechapel  UNESCO-VENETO-THE OPERA una nuova idea di bellezza per l'Italia e il Mondo su, http://t.co/NsOuQRnFYV",nocode
610255778503634944,"Big pocket required RT @appendixjournal Ancient Roman version of Swiss Army knife, 3rd century CE, at @fitzmuseum_UK. http://t.co/Pol8JwnLna",nocode
613634413730078720,"MPs are to debate @NationalGallery privatisation tomorrow as #PCS strikes continue http://t.co/7UajHU12bg ask your MP to attend",not-relevant
608624432752521216,"I Love Museums http://t.co/LblvLtgxmR via @camunivmuseums @zoologymuseum @socltweet",happy
613749482723930112,".@IanLaveryMP can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup",angry
611609774996746240,"@SumoJim @britishmuseum http://t.co/IoCtSXGtjl",nocode
612371445197447168,"Excellent exhibition at @britishmuseum on Napoleonic era caricature/prints, well worth a look",happy
615535685529903104,"I'm at @NationalGallery in London, Greater London https://t.co/qVJtN7jq5d",nocode
615245158699954177,"In the Mesoamerican gallery at @BritishMuseum, Lord Shield Jaguar &amp; Lady Xoc of Yaxochilan summon spirits. http://t.co/dzlqOpA4Zo",nocode
612598102336212993,"@britishmuseum @drng today shortest day down under-winter solstice *waves*",not-relevant
615135547321905152,"@britishmuseum we love the badge! Here she is visiting Peel Park in 1851 http://t.co/VONu7avCip",happy
614910137048797185,"@britishmuseum @ahencyclopedia",nocode
614064596794671104,"@NationalGallery http://t.co/RCJUgBXuzM",nocode
614423435645743104,"#artcubed @stockleyacademy students day @NationalGallery #stockleyart #proudteacher http://t.co/DaI5AA8cp9",nocode
611793550641098752,"#FollowFriday @sistersofmoon @sewingcircus @SewBloominHappy @tateliverpool @FACT_Liverpool @LarksVintage http://t.co/eFoF3qsJjK",not-relevant
615158141274202112,"Remember #Waterloo @BritishMuseum satiric prints show http://t.co/CFKiu266QH or explore #IFPDA http://t.co/RNFAGjI0Lo http://t.co/u5V29POeJJ",nocode
613782715545055232,"This de Hooch 'Courtyard of a House in Delft' us quite simply my favorite painting in @NationalGallery Thanks for placing it center stage.",happy
614137043497713665,"Termas: Underwater Throne photos taken by Ian Kingsnorth of my recent performance @Tate_StIves http://t.co/2ClcmROoh8 http://t.co/WhXjHh6PdA",nocode
615138927666700288,"* @hist_astro @britishmuseum It looks like there's some #ArtisticLicence involved in that sketch of #SummerSolstice #sunrise at #Stonehenge.",nocode
611249760658452480,"@PlymouthMuseum new exhibition http://t.co/uZD8O51WOe  Famous 5 http://t.co/EDVCFIXDVy  btw, #7sTurns10 - @7Stories: http://t.co/cgUdCxkDhc",nocode
614779118153003008,"Yes! ❤💛💚💙💜“@V_Septembre: #LoveWins 🌈  Georges #Seurat - Étude pour ""Baigneurs à Asnières"", @NationalGallery, 1883 http://t.co/8jmdOVoJb1”",nocode
612603409217142785,"@ladywhitepeace1 @britishmuseum actually the longest day this year will be June 30th when the next leap second will be added at 23:59:60",not-relevant
611971153238736896,"A @heritagelottery grant helped us acquire 'Whistlejacket' in 1997. Learn more: http://t.... http://t.co/DrJOxGFsXp via @NationalGallery",happy
614115313316179968,"@HackneyAbbott @NationalGallery @johnmcdonnellMP @pcs_union London London London",not-relevant
614760652180189184,"@britishmuseum It's amazing! You're always so up to date! The best museum in the world! Thanks!",happy
614433267610185728,"#indigenousAustralia @britishmuseum moving exh about effect of colonisation &amp; documents the peoples' fight for rights to their 'country'.",nocode
615490640592310272,"Have you seen the #sand in the #paint? @NationalGallery   The #Beach at #Trouville (1870) by Claude #Monet http://t.co/66wZL3xCpn",nocode
614408417717919744,"@FitzMuseum_UK Yum! 😀",happy
612300159603593217,"{ @britishmuseum } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/wjMdbqJKKM",nocode
613295669399396352,"@britishmuseum Of course! Nothing more and nothing less than the eye of Horus! Greetings!",happy
610881470576656386,"@kdastgirkhan @NationalGallery u didn't respond to my compliments,earlier?",nocode
611536471938461696,"@DerekSharplol @britishmuseum for the peninsula wars and the 1st defeat of Napolean.",nocode
612239742361554944,"@britishmuseum well deserved. Congrats!",happy
614941836151521280,"@britishmuseum loved the exhibition today! My mum especially loved it! X",happy
612964814906884097,"@MicroPasts @britishmuseum task 40821 of Foreign Weapons before starting my real job for the day - happy Monday! http://t.co/4tU8k7lgRi",happy
614129980738531328,"@RoyalMintUK @NationalGallery @OrdnanceSurvey @RoyalMail All vital and profitable national institutions. Don't let the #Tories sell them off",not-relevant
614381967644205056,"User testing and 3D printing @RAMMuseum",nocode
615152630738739200,"@britishmuseum @GerardAraud Lenin's favourite painter",nocode
613313648589586432,"I got 10/10 in 'Can you guess the artwork?' http://t.co/jyDiunjQg3 #arthistorydegree #wellworthit @NationalGallery @Tate @NatGalleryAus",happy
615135696714657795,"@NationalGallery @sladurantaye And Rubens' Massacre of the Innocents @agotoronto http://t.co/S6JyNp1cLr",nocode
612576172132704256,"@HolbornDining one of the most delicious coffee's ever @RosewoodLondon before tackling the Greek exhibition @britishmuseum",nocode
610456280692604929,"#AskTheGallery How much did @NationalGallery spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing?",not-relevant
612283683815456768,"This is how a show should be hung. Don't miss Christopher Williams' The Production Line of Happiness @_TheWhitechapel http://t.co/6GIaHBKSXD",nocode
612273406797578240,"A young friend has drawn us a great pic of @kettlesyard inside and out with his new @archiveshub pencil #CastleHill15 http://t.co/kAxZ2Vi2c8",happy
610833467912400896,"@ReclaimOurBard @pcs_union @NationalGallery : Culture? Funded by the P.R. budget? DO ME A FAVOUR. I wouldn't go there if you paid me.",disgust|angry
613034415724343296,"@Peter_Bridgman got a painting in London Open at @_TheWhitechapel and couple of paintings in Reality at @walkergallery - both open mid July",nocode
613032702359564288,"Artist Larissa Sansour discusses the use of sci-fi in her films @_thewhitechapel 27 June with @FL_FLAMIN @Film_London http://t.co/TR3VI57skn",nocode
610435626811424768,"@nationalgallery #AskTheGallery When will you be re-instating Candy Udwin? Why should the arts be subject to private profit?",angry
614448677562785792,"Patients of Sharp Ward are enjoying historic views of the city thanks to @PlymouthMuseum http://t.co/TIx8wplLu9 http://t.co/x0H2a5lkHy",happy
611534085975076864,"Rosetta Stone ""@britishmuseum: .@SenderosP example of what the Napoleonic Wars brought out of Egypt #Waterloo200 http://t.co/SX7ks6lwwn”",nocode
610481355110154240,"@Rossy__RORO   It is also a privilege to have the great @NationalGallery in London it is truly wonderful #arttherapy",happy
612308143163502593,"@Aisling_Pash @schemaly @britishmuseum Are you encouraging them to violate men's privacy? Assault! This woman's advocating assault!",disgust|angry
612243489640828928,"@NationalGallery The bird cage to represent infancy. The instrument to represent youth . The Armour to represent strength and manhood",nocode
608374279328165889,"Fantastic to be in London today speaking @ACEnterprises event. Met lovely people from @GH_Sudbury &amp; @CamUnivMuseums http://t.co/3uM1n3njPF",happy
611340246165295104,"@NationalGallery It's a bright but cloudy day. If the sun is behind a cloud, there wouldn't be a lot of shadow, maybe?",not-relevant
611115652808605696,"open source Events CMS @southbankcentre  - could this be what @CamUnivMuseums needs?  @robgethers #culturegeek",nocode
610751425589714944,"#askthegallery What do you take more pride in: Hanging classic artwork or hanging your staff out to dry? @NationalGallery",angry
613061763865645056,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant
614341859519938560,"""Crisis Through the Ages"" topic of our one-day conference. Booking is free but mandatory. Thx! @ManeyArchaeo @wellcometrust @britishmuseum",nocode
612152943089971201,"Walking through the #British #museum #London @britishmuseum @StreetArtLondon @bcn_arte #Art @DallasMuseumArt  : https://t.co/z9i1tR2Dy4",nocode
613830951072829444,"Excited for discussions on the potential, practicalities &amp;challenges of museum archival research #museumarchive @britishmuseum event in July",happy
611800299804692480,"@Hellboy919 @AboutLondon @MadameTussauds @BateauxLondon @britishmuseum @Camdencoffee @ThamesRIBExp @thamesclippers @EmiratesAirLDN thank you",happy
610741355082551296,"Thanks to Lucy &amp; co. New Rhythms Through New Eyes going up in the Education studio @kettlesyard in prep for Saturday! http://t.co/DMWyOwiy23",happy
614852295055028224,"Wonderful book from trip to the @britishmuseum today. Such a fun way to improve on geography knowledge! #maps http://t.co/JYYzIcGp4U",happy
611578372456583168,"I'm at @NationalGallery in London, Greater London https://t.co/6XTeuY6JEb",nocode
611622400023744512,"In London @nationalgallery, a beautiful Vermeer #inarttours #masterpieces https://t.co/VukC9cOZkD",happy
610762408307638272,".@NationalGallery ignores questions on sponsorship fees received from Shell. No surprises. #Artwash https://t.co/sTcbuC1dhz",disgust
614369179051950080,"CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of #shakespeare magic @britishmuseum http://t.co/b0DR7pBRnK",nocode
613315131913670657,"Jackson Pollock @tateliverpool http://t.co/mLll6yHSd8 http://t.co/m2nk96LqCV",nocode
614547679666917376,"@ATG_Editorial at the #SoFAA dinner listening to the wonderful main speaker, Tim Knox of @FitzMuseum_UK",happy
614112070053830656,"Fantastic @johnmcdonnellMP standing up for workers @NationalGallery #noprivatisation while @edvaizey sits on fence! http://t.co/QzBYpUAtQt",angry
615210597374930944,"Enjoyed a couple of hours in side the British Museum @britishmuseum lonelyplanet #summer #NotSoSunny… https://t.co/BHGoPi3c8T",happy
614734202643292160,"not long till the blind spots exhibition! #jacksonpollock @tateliverpool 😍",happy
612851185406623744,"Lo viste? El tuit más popular de hoy entre las personas que sigo http://t.co/L5gaYeSWie por @britishmuseum",nocode
613744184495894529,"@britishmuseum you have incredibly helpful staff here, from security team to support staff in rooms and galleries! #greatservice",happy
611621564761669635,"Amazing job team @britishmuseum - @periscopeco 2 in the bag. Massive thanks to @thehistoryguy. Happy #Waterloo200 peeps!",happy
613749377954377728,".@CarolineLucas can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup",nocode
613081619977650176,"@RAMMuseum / Exeter Redcoats ready for the @rugbyworldcup coming to @SandyParkExeter @RWC2015Exeter pic @maustinpics http://t.co/chHI9ZylF3",nocode
613033457472663552,"After his defeat at Waterloo, Napoleon abdicated for the second time http://t.co/bRUD9bNgj6  via @britishmuseum http://t.co/5SlVORrunq",nocode
615233258368823297,".@maxmara Art Prize winner Corin Sworn creates a new large-scale installation @_TheWhitechapel http://t.co/RFTa1anHVt http://t.co/oGF4ir0B1K",nocode
611950193043472384,"6 years ago today, the greatest museum opened: the #acropolismuseum. @britishmuseum #givethemback #elginmarbles #greece",happy
614101418748866560,"@britishmuseum Spartan! Do you suppose some knew when to pose?",nocode
613680118700109824,"BEATRICE GIBSON will present her new film THIS SATURDAY @_TheWhitechapel @FL_FLAMIN Book now: http://t.co/0rDWW3zHKv http://t.co/zQQTulLM3J",nocode
613125846593896448,"@britishmuseum @krisevans @adamlambert",not-relevant
612990084099534848,"Had an excellent lunchtime visit to @britishmuseum with @theresecoen this afternoon for the #DefiningBeauty exhibition.",happy
614057655011819520,"The perfect location to wear #VanessaGounden ... The @britishmuseum's Great Court #WearableART #Artivism http://t.co/RAAvlb1AcW",happy
614307958273515520,"@pennyprileszky @stockleyacademy @NationalGallery whole trip free!",happy
610706288398479360,".@nationalgallery Reinstate Candy after tribunal success #AskTheGallery @PCSCultureGroup http://t.co/hiQ6QFT8o0",nocode
610679437818892288,"#ThemePark #Leisure Second phase of Cornwallâs Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMC... http://t.co/Rc35aNAPXI",nocode
613125523603103744,"@britishmuseum @MrsSymbols @adamlambert",nocode
614384123386441732,"Praise for @tateliverpool  https://t.co/QlriENJBiV",happy
610744227958517760,"@NationalGallery what is the scope of getting some of the art and ideally complete exhibitions outside London? NW maybe  #AskTheGallery",nocode
615252768966733825,"...and @BritishMuseum have the Sutton Hoo Anglo-Saxon hoard, including the iconic helmet. Striking up close. http://t.co/gipigjfNAy",happy
611806642863124480,"Looking forward to seeing the Australia exhibition at @britishmuseum soon. My take on the Ancient Greece exhibit: http://t.co/ef2NOvoJJY",happy
612309398665494528,"@Canton_Chris that or piss @schemaly @britishmuseum",not-relevant
614573453954428928,"Evidence ?@RieHepworth @PaulKindersley @NTHepburn @kettlesyard  correct Christopher Wood and correct time frame ? http://t.co/PvbJqWAWmr",nocode
610399436905254914,"#job Development Officer - @RAMMuseum​ in #Exeter - closing date 10 July http://t.co/wL9M2ylIIZ #museumjobs",not-relevant
614468643380965376,"Work experience was great @FitzMuseum_UK http://t.co/qRbr8dBsGr",happy
615449784497868800,"@britishmuseum I'm curious to know what is the story behind this unsettling display? http://t.co/7yhqISLHSx",nocode
614356943659008000,"Frans Hals; We replaced the heavy 70s pastiche with a  Dutch 17th century rosewood moulding frame. @NationalGallery http://t.co/g0yhYbE0Pp",nocode
614477090835034113,"@RAMMuseum Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here: http://t.co/O4kjQaxQd9",happy
611467612271218688,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of  @NationalGallery @RothschildHan on 'The Improbability of Love': http://t.co/6UgzVuXY5W",nocode
614752485748576257,"@britishmuseum the trail has disappeared from that linked page.",not-relevant
613736453143666692,"Henry VIII crowned king #onthisday 1509.19th-century portrait (after Holbein) http://t.co/6g35yBbQqu http://t.co/XltevLY0Qh @britishmuseum",nocode
613684890396135424,"@WMNNews @Tate_StIves haven't seen the garden yet but will soon. I'm a fan, that's what I am!! Rhyme of the day http://t.co/NchNHWoJJA",happy
614389336449130497,"Visitors like 3D weather. Millionth @RAMMuseum visitor today! http://t.co/nmJMxf2XFw",happy
611862978581954560,"Get in the mood for #Pollock &amp; make some Jazzy Drips with the family http://t.co/WT31sacD13  @tateliverpool http://t.co/Ocn1AP9LPs",nocode
615295501911502848,"@_TheWhitechapel  : Cover Ulysses-nya Joyce karya Matisse : http://t.co/IoubnWlnCB",nocode
614372529906524160,"Ancient lives new discoveries @britishmuseum @VernonSys http://t.co/Kz7VujoSl4",nocode
614730799322124288,"@wzaparte Ich fürchte dass auch dann die Leute nicht kommen würden. Siehe Text, warum. @DerSPIEGEL @MuseeLouvre @britishmuseum",not-relevant
612771924360437760,"The most erotic painting in The @NationalGallery  No! not the Bronzino!-- but--'Leda &amp; the Swan' after Michealangleo http://t.co/rOLeopUrOJ",happy|surprise
612216422987640832,"@Tate_StIves hear hear. Super interesting",happy
612947190164623360,"@NationalGallery Apart from the obvious skull? No idea!",nocode
612636766303072256,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",sad
615228895537799168,"@FitzMuseum_UK http://t.co/LRg6D2CIvu",nocode
611237759781588992,"Following on from the UK's newest royal baby @NationalGallery posts painting of original Queen Charlotte: https://t.co/wtBa6Gfai1",nocode
611667572602368000,"Ooh, this looks good - Jackson Pollock exhibition opens @tateliverpool 30th June http://t.co/74WzAzjotq http://t.co/1CQzS3x3Kl",happy
611901875596754944,"Nothing to do with football this one... its just a tiny bit exciting @tateliverpool #Pollock http://t.co/TUmZb6F7Gp",happy
614163241950801920,"TY / M @Seygnovert Also follow @LoudenStudio @NYAcademyofArt @NationalGallery 2017 Abstract Film Program",nocode
610814061857611776,"@NationalGallery EXPO BOISSONNET FRENCH ARTIST PARIS 2016   1958 http://t.co/Zjkmp4cpXm",nocode
614405383889788928,"Piero della Francesca, The #Baptism of #Christ 1448–50 #London @NationalGallery tempera su tavola cm 168×116 #river http://t.co/Se8YCaxtsB",not-relevant
608559657293115392,"#ILoveMuseums as they provide fantastic opportunities to #ExploreYourSubject as a prospective applicant for #university! @CamUnivMuseums",happy
611883638481911808,"Castle Hill Open Day – @kettlesyard http://t.co/Cqd05Eqbm5",nocode
613303739563249664,"Fantastic performance by Kerry Yong after @beatricegibson film as part of @FL_FLAMIN evnt on Sat @_theWhitechapel http://t.co/IDkceOIoB6",happy
610750959778693120,".@NationalGallery #AskTheGallery http://t.co/xUWjRy64jU",nocode
611528356861997056,"@britishmuseum @JHGHendriks Wasn't that the Grand Old Duke of York?",nocode
611985912411635712,"@britishmuseum smooch!",nocode
614774940064157696,"#ARTiculation speakers are presenting @britishmuseum with @arthistorians  http://t.co/pM6OT0phoN",nocode
614387988668157956,"@britishmuseum सुडौल ख़ूबसूरती",nocode
614123407098126336,"I'll be talking about The Greeks in Southern Italy at @britishmuseum tomorrow, Rm 73, 1.15pm. Happy memories of #Gravina #archaeology",happy
611572147480363008,"One of my favourite artefacts from one of my favourite museums @MAACambridge ! https://t.co/vsc3l73QuR",happy
612319419121954816,"HAPPY BIRTHDAY TO MY MAIN MAN (sorry @DanDiPiero) 400 YEARS YOUNG TODAY (in his great selfie from @NationalGallery) ! http://t.co/zL1yMv4Izb",happy
614370619652722688,"#FF Happy weekend! @CommunityArchae @britishmuseum @PyBossa @chancock_na @joshuathogue",happy
610753748298764289,"@NationalGallery Lovely choice!",happy
615502503174668288,"Jackson pollock and Glenn Ligon opening tomorrow at @tateliverpool great combo, both beautiful #NotToBeMissed",happy
611491406813773824,"@_TheWhitechapel @mitpress @monoskop http://t.co/dTz66QJhGz",nocode
612232002671091712,"@emmalbowkett @_TheWhitechapel Its Best thing about photography I guess :)",happy
613091648352862209,"""@britishmuseum: Ancient Egyptians placed amulets onto mummies to harness supernatural powers  They have this eye everywhere.",nocode
610830545250045952,"@kdastgirkhan @nationalgallery hmmmmmmm nice",happy
611481214730522624,"Good to see you yesterday &amp; all the work in progress @flocktognews @wordpressdotcom The @ThelmaHulbert is coming together",happy
615082324934438912,"Looking forward to the #GlennLigon talk at @tateliverpool this afternoon :-)",happy
612661059099475968,"Portrait of Doge Leonardo Loredan - Giovanni Bellini, 1501 (On display @NationalGallery) http://t.co/PedW4mdjJV",nocode
613683861889941504,"Well worth catching before it ends early July #DefiningBeauty @britishmuseum http://t.co/qxIn5W7k9a",happy
613757433710813184,"Come to c it @tateliverpool staying @hotelindigo with @TravelBird_UK &amp; choose to go on #dazzleferry @MerseyFerries  https://t.co/B0UM0raumJ",nocode
611565709781544960,"Tomorrow I'll have a London #art day, starting @TPGallery , then @britishmuseum and afterwards the @royalacademy . A strong dose of art! :-)",happy
611532443703746561,"@britishmuseum Did Napoleon have to have bandages on his haemorrhoids changed during the battle? Or just a myth? #Waterloo200",nocode
